Folder;Owner;Title;Name;Type;Views;Size (mb);Creation date;Edit date;Item ID;Acces;Url
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure Nacional_;;Web Map;69;0.02591705322265625;2016-08-04 19:15:19;2016-08-29 21:11:13;56d31d71694243ccb75436b9c1990fd6;public;
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastucture Nacional;;Web Map;84;0.013088226318359375;2016-08-04 19:16:38;2016-08-29 21:11:13;7a0d513ff76c4801b7b2a7ce96ea5888;public;
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure Nacional(1);;Web Mapping Application;54;0.022571563720703125;2016-08-04 19:39:27;2016-10-07 18:18:01;5cb9a7f504d54f78b4db44966ff01203;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=5cb9a7f504d54f78b4db44966ff01203
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure Nacional(1);6cc8229a73fd4c91b79641ab9e0a1c19;Code Attachment;0;0.0;2016-08-04 19:39:28;2016-08-29 21:09:45;6cc8229a73fd4c91b79641ab9e0a1c19;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/5cb9a7f504d54f78b4db44966ff01203/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure- Medellín;;Web Mapping Application;61;0.02678680419921875;2016-08-04 19:39:40;2016-10-07 15:06:09;19e41316284745dfbfa87b79553819e3;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=19e41316284745dfbfa87b79553819e3
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure- Medellin;f2e3d4fe9d5749619afe601e85c26ec5;Code Attachment;0;0.0;2016-08-04 19:39:41;2016-08-29 21:09:45;f2e3d4fe9d5749619afe601e85c26ec5;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/19e41316284745dfbfa87b79553819e3/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure-Cundinamarca;;Web Mapping Application;40;0.02232646942138672;2016-08-04 19:40:00;2016-10-18 14:36:52;7555163f08c9490faf51b04ec39be95d;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=7555163f08c9490faf51b04ec39be95d
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure-Cundinamarca;23569c7a45d1477480375488314b47b7;Code Attachment;0;0.0;2016-08-04 19:40:02;2016-08-29 21:09:45;23569c7a45d1477480375488314b47b7;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/7555163f08c9490faf51b04ec39be95d/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure Nacional(2);;Web Mapping Application;48;0.023611068725585938;2016-08-04 19:40:22;2016-10-07 18:29:40;00f8195642df4407bf9f64980bd373ab;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=00f8195642df4407bf9f64980bd373ab
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastructure Nacional(2);319c36e9cb80480db07e6b7509042682;Code Attachment;0;0.0;2016-08-04 19:40:24;2016-08-29 21:09:45;319c36e9cb80480db07e6b7509042682;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/00f8195642df4407bf9f64980bd373ab/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastucture Nacional(3);;Web Mapping Application;46;0.017778396606445312;2016-08-04 19:40:40;2016-10-07 15:03:34;40a25593c2f24279b2ebfd1ab1ec5e5d;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=40a25593c2f24279b2ebfd1ab1ec5e5d
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastucture Nacional(3);18bdbae6732f4cc08440f9be13860738;Code Attachment;0;0.0;2016-08-04 19:40:42;2016-08-29 21:09:46;18bdbae6732f4cc08440f9be13860738;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/40a25593c2f24279b2ebfd1ab1ec5e5d/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastucture- Costero;;Web Mapping Application;54;0.022543907165527344;2016-08-04 19:40:47;2016-10-07 15:08:07;32813ef98ca844219c4e8512a770de76;public;https://esri-colombia.maps.arcgis.com/apps/webappviewer/index.html?id=32813ef98ca844219c4e8512a770de76
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Green Infrastucture- Costero;dce0faa630644a398bb75ffd9d262761;Code Attachment;0;0.0;2016-08-04 19:40:49;2016-08-29 21:09:46;dce0faa630644a398bb75ffd9d262761;public;https://esri-colombia.maps.arcgis.com/sharing/rest/content/items/32813ef98ca844219c4e8512a770de76/package
GreenInfrastructure;Alexandra_Gomez_esri_colombia;Infraestructura Verde;;Web Mapping Application;165;0.0044727325439453125;2016-08-04 20:24:07;2016-10-18 14:55:07;493e21ae9e6c4f699904d0ebf32c8df8;public;https://esri-colombia.maps.arcgis.com/apps/MapJournal/index.html?appid=493e21ae9e6c4f699904d0ebf32c8df8
GreenInfrastructure;Alexandra_Gomez_esri_colombia;logo-esricol;logo-esricol.png;Image;10;0.016323089599609375;2016-08-04 20:26:18;2016-08-29 21:09:45;ef5113a096da488185ee77f896f8caf8;private;
Root;Andrea_Carolina_Castillo_esri_colombia;accastillo_SeccionesTransversales;;Image Service;1;9.250640869140625e-05;2015-04-13 19:55:44;2015-10-28 13:46:57;b5f7a112ccda472d9389b123ee0def8b;public;http://accastillo:6080/arcgis/rest/services/General/accastillo_SeccionesTransversales/ImageServer
Root;Andrea_Carolina_Castillo_esri_colombia;Chaleche;Chaleche.sd;Service Definition;1;0.0760183334350586;2015-11-05 17:05:50;2015-11-05 17:05:50;284cbd2bd8e84d42b92ff178c25a13c8;private;
Root;Andrea_Carolina_Castillo_esri_colombia;Chaleche;Chaleche;Map Service;0;0.48534107208251953;2015-11-05 17:05:56;2015-11-05 17:08:49;b82f821653f74fbaadb8c38601540348;private;https://tiles.arcgis.com/tiles/diQdIhSzjZP7X9B2/arcgis/rest/services/Chaleche/MapServer
Root;Andrea_Carolina_Castillo_esri_colombia;Chaleche;Chaleche;Feature Service;5;0.421875;2015-11-05 17:05:58;2015-11-05 17:06:08;d53f0e49265f4b2c902619d7fa026662;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Chaleche/FeatureServer
Root;Andrea_Carolina_Castillo_esri_colombia;Chaleche Parte Alta;;Web Map;6;0.00022411346435546875;2015-11-05 17:07:01;2017-02-21 21:25:29;e511050543244961906e3b49bc313b24;private;
Root;Andrea_Carolina_Castillo_esri_colombia;paramo;paramo.sd;Service Definition;1;0.1535491943359375;2015-11-05 17:22:03;2015-11-05 17:22:03;047e3b8608a04fff9d63bea125089126;private;
Root;Andrea_Carolina_Castillo_esri_colombia;paramo;paramo;Map Service;0;16.453155517578125;2015-11-05 17:22:08;2015-11-05 17:35:08;544918a2b1bf4bac99df8c2824de4672;private;https://tiles.arcgis.com/tiles/diQdIhSzjZP7X9B2/arcgis/rest/services/paramo/MapServer
Root;Andrea_Carolina_Castillo_esri_colombia;paramo;paramo;Feature Service;1;0.5859375;2015-11-05 17:22:09;2015-11-05 17:22:18;014d5c4aedb44002ab00d3762b37675c;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/paramo/FeatureServer
Root;Andrea_Carolina_Castillo_esri_colombia;Map_3D_WTL1;Map_3D_WTL1.sd;Service Definition;0;418.70845890045166;2015-12-10 23:29:24;2015-12-10 23:29:24;80140741d847459a83ee8fb47ff808c8;private;
Root;Andrea_Carolina_Castillo_esri_colombia;prueba_Textured_Mesh;s_afb93e55_cd22_4cf2_9301_17660ea5949f.spk;Scene Package;0;39.65226936340332;2017-05-25 15:51:21;2017-05-25 15:51:21;809bba8651a14a6a9da0a727e8255771;private;
Root;Andrea_Carolina_Castillo_esri_colombia;prueba_Textured_Mesh;;Scene Service;2;39.65253829956055;2017-05-25 15:51:29;2017-05-25 15:52:10;e447957fc3454fd6aad3a3ac377695c3;org;https://tiles.arcgis.com/tiles/diQdIhSzjZP7X9B2/arcgis/rest/services/prueba_Textured_Mesh/SceneServer
Root;Andrea_Carolina_Castillo_esri_colombia;Areas_Urbanas_ProySabana;Areas_Urbanas_ProySabana.sd;Service Definition;1;1.0643444061279297;2017-12-14 17:25:45;2017-12-14 17:25:47;f068c76f89904154ad033c011b7cec2a;private;
Root;Andrea_Carolina_Castillo_esri_colombia;Zona_A_B_VPIS;Zona_A_B_VPIS.sd;Service Definition;1;0.06026935577392578;2018-01-17 21:53:09;2018-01-17 21:53:10;9204d773a8b247e882baaa94d04ad32c;private;
Root;Andrea_Carolina_Castillo_esri_colombia;Zona_A_B_VPIS;Zona_A_B_VPIS;Feature Service;0;0.5625;2018-01-17 21:53:14;2018-01-17 21:53:28;f689e86b5f574be599288ba0a9413787;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Zona_A_B_VPIS/FeatureServer
Root;Andrea_Carolina_Castillo_esri_colombia;Sumidero;;Web Scene;1;0.001865386962890625;2018-02-26 05:27:33;2018-02-26 05:27:35;a029b2c92c5f47a8a678632b10e7f7cc;private;
Root;Andrea_Carolina_Castillo_esri_colombia;Rapid_SantaBarbara_Orthomosaic;f85d84c5-c01c-4406-8139-03a75cf30e87.tpk;Tile Package;0;14.443779945373535;2018-04-16 21:03:10;2018-04-16 21:03:12;252147e738e9435382f0b8a814a1b08a;private;
Root;Andrea_Carolina_Castillo_esri_colombia;Rapid_SantaBarbara_Orthomosaic;Rapid_SantaBarbara Orthomosaic;Map Service;13;14.429991722106934;2018-04-16 21:03:18;2018-04-16 21:05:07;9f89f001db4d4481926e331dca1dfd31;org;https://tiles.arcgis.com/tiles/diQdIhSzjZP7X9B2/arcgis/rest/services/Rapid_SantaBarbara_Orthomosaic/MapServer
Root;Andrea_Carolina_Castillo_esri_colombia;Rapid_SantaBarbara;;Web Map;3;0.000743865966796875;2018-04-16 21:03:21;2018-04-16 21:11:12;5d63c922ba94490daba31eaf2435fd1b;org;
Root;Andrea_Carolina_Castillo_esri_colombia;Mapa curso Drone 2Map;;Web Map;12;0.000732421875;2018-04-16 21:13:59;2018-04-16 21:14:04;49f8183f51af48dd8ab1f9e13da916f4;org;
Root;Andrea_Carolina_Castillo_esri_colombia;Mapa curso Drone 2Map;;Web Mapping Application;12;0.0014705657958984375;2018-04-16 21:18:46;2018-04-16 21:26:03;62b14d415cbe4274899f5a77ced9b9e9;org;https://esri-colombia.maps.arcgis.com/apps/SimpleViewer/index.html?appid=62b14d415cbe4274899f5a77ced9b9e9
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_1977;Area_Urbana_1977.sd;Service Definition;5;0.17584991455078125;2017-08-15 16:29:28;2017-08-15 16:29:28;5568d8804d7d4b6ab19fa449cd2e3c1e;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_1977;Area_Urbana_1977;Feature Service;921;3.0390625;2017-08-15 16:29:32;2017-08-15 16:30:17;151a7317963a4db3a3d97bc7c90159c7;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Area_Urbana_1977/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área Urbana Sabana de Bogotá - 1977;;Web Map;175;0.00493621826171875;2017-08-15 16:34:49;2017-12-14 18:28:16;9633a46ed03949db87c6190d354cc83e;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Centros_Poblados_Sabana;Centros_Poblados_Sabana.sd;Service Definition;9;0.6920452117919922;2017-08-15 16:37:30;2017-08-15 16:37:30;c26767d66c1545e689584b7cacf2692e;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Centros_Poblados_Sabana;Centros_Poblados_Sabana;Feature Service;312;2.9140625;2017-08-15 16:37:32;2017-08-15 16:37:59;fcf59ef7788d4fd585f727929a37df51;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Centros_Poblados_Sabana/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área Urbana Sabana de Bogotá - 1987 y 1988;;Web Map;51;0.004944801330566406;2017-08-15 16:49:18;2017-12-14 18:33:24;9e1946d505914090a88f2ea3b2cd9718;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área_Urbana_1997;Área_Urbana_1997.sd;Service Definition;4;0.5521993637084961;2017-08-15 16:50:47;2017-08-15 16:50:47;0e4efe12a5884a58817ce329608b4a6d;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área_Urbana_1997;Área_Urbana_1997;Feature Service;326;5.4765625;2017-08-15 16:50:49;2017-08-15 16:51:22;1d58e7f11d59406fb394c22472b39561;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Área_Urbana_1997/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área Urbana Sabana de Bogotá - 1997 y 1998;;Web Map;43;0.004944801330566406;2017-08-15 16:54:39;2017-12-14 18:31:11;d501e44c4e09443d958d928a90f5145c;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_2014;Area_Urbana_2014.sd;Service Definition;4;0.4772300720214844;2017-08-15 16:57:03;2017-08-15 16:57:03;53f522bc648549458ea0e8c7d6f0b50b;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_2014;Area_Urbana_2014;Feature Service;787;3.2265625;2017-08-15 16:57:09;2017-08-15 16:57:39;0ed0b9a539d041c9a0416ff1d8bebe47;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Area_Urbana_2014/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Área Urbana Sabana de Bogotá - 2014 y 2015;;Web Map;117;0.004944801330566406;2017-08-15 17:00:59;2017-12-14 18:36:15;c3645b5281c949fdad030514e7d1b69d;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_1988;Area_Urbana_1988.sd;Service Definition;12;0.6266603469848633;2017-08-15 17:06:35;2017-08-15 17:06:35;5cf85cd9db774a76ae3550e070764b20;public;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Area_Urbana_1988;Area_Urbana_1988;Feature Service;735;8.1015625;2017-08-15 17:06:37;2017-08-15 17:07:13;260534d1377549919faa7ecc80e7981a;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Area_Urbana_1988/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Comparación de Áreas Urbanas para la Sabana de Bogotá (1977-2015);;Web Mapping Application;42;0.0007772445678710938;2017-08-15 17:23:50;2017-12-14 18:39:44;ea508179feec467fbfd3fdeab150167e;public;https://esri-colombia.maps.arcgis.com/apps/CompareAnalysis/index.html?appid=ea508179feec467fbfd3fdeab150167e
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Crecimiento Urbano para la Sabana de Bogotá (1977 - 2015);;Web Mapping Application;81;0.0008478164672851562;2017-08-15 17:42:01;2017-12-14 18:38:33;a60ac10254684e18b7817ba1711c9603;public;https://esri-colombia.maps.arcgis.com/apps/StorytellingSwipe/index.html?appid=a60ac10254684e18b7817ba1711c9603
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Areas_Urbanas_ProySabana;Areas_Urbanas_ProySabana;Feature Service;323;10.40625;2017-12-14 17:25:48;2017-12-14 17:26:20;758e3f5711a84989965b53c31f4678aa;public;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Areas_Urbanas_ProySabana/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;AreaUrb_CabecerasMunicipales;AreaUrb_CabecerasMunicipales.sd;Service Definition;1;0.3764505386352539;2018-01-09 22:35:54;2018-01-09 22:35:56;27a2ca52924f45f6818f6db9b8fbf3da;private;
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;AreaUrb_CabecerasMunicipales;AreaUrb_CabecerasMunicipales;Feature Service;4;1.2890625;2018-01-09 22:35:57;2018-01-09 22:36:38;0d1ce9f3c3734710a88b8ce508ec07f9;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/AreaUrb_CabecerasMunicipales/FeatureServer
Cobertura Sabana;Andrea_Carolina_Castillo_esri_colombia;Áreas urbanas por cabeceras municipales;;Web Map;0;0.0030813217163085938;2018-01-10 15:52:33;2018-01-10 15:56:01;18f9252a35e84d0bb4e4e64f6db33105;private;
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Deslizamientos_Service;Deslizamientos_Service;Feature Service;0;0.203125;2017-10-18 22:12:14;2017-10-18 22:12:20;978538059f0c4ba8b12a45b11f164b6b;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Deslizamientos_Service/FeatureServer
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Deslizamientos_Service;;Feature Collection;9;0.1453685760498047;2017-10-18 22:12:38;2017-10-18 22:12:38;1b0594000cef41c9a445563eafab997c;org;
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Mapa: Reporte de Eventos;;Web Map;9;0.0007123947143554688;2017-10-18 22:13:25;2018-03-23 18:52:33;2f2fec2fa10e4e82babdf9bfac73b360;private;
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Reporte_Desastre;Reporte_Desastre;Feature Service;3;0.6328125;2017-10-18 22:13:30;2018-10-09 14:40:06;9698ce68927e42a7a0ad3e90f4406a43;private;https://services.arcgis.com/diQdIhSzjZP7X9B2/arcgis/rest/services/Reporte_Desastre/FeatureServer
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Tablero de operaciones: Reporte de Eventos (Collector for ArcGIS);;Operation View;0;0.0055389404296875;2017-10-18 22:13:32;2017-10-18 22:13:32;d424892135784d428351dd4c4ac330f1;private;
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Mapa: Deslizamientos en Colombia (2013);;Web Map;4;3.1122446060180664;2017-10-18 22:13:34;2017-10-18 22:13:34;929254ee126b4d0299446afe476c265e;private;
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Visor de Comparación: Deslizamientos en Colombia;;Web Mapping Application;12;0.000965118408203125;2017-10-18 22:14:57;2017-10-18 22:15:01;35cc8a03a366474d946bf3b3e77704e6;private;https://esri-colombia.maps.arcgis.com/apps/CompareAnalysis/index.html?appid=35cc8a03a366474d946bf3b3e77704e6
Deslizamientos;Andrea_Carolina_Castillo_esri_colombia;Visor de resumen: Deslizamientos en Colombia (2013);;Web Mapping Application;6;0.00044727325439453125;2017-10-18 22:15:00;2017-10-18 22:15:04;794e70f6bfc641da9173470533674316;private;https://esri-colombia.maps.arcgis.com/apps/SummaryViewer/index.html?appid=794e70f6bfc641da9173470533674316
